objectid,state,admin1_pcode,dt,dt_pcode,township,admin3_pcode,self_admin,st_rg,p_code_v,floodyears,no_of_flo,storm_surg,year_2008_storm_surge,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,flood_prob,flood_count
162,Shan (North),MMR015,Kyaukme,MMR015D003,Namtu,MMR015015,NA,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
134,Sagaing,MMR005,Naga Self-Administered Zone,MMR005S001,Nanyun,MMR005037,Naga,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
107,Magway,MMR009,Magway,MMR009D001,Natmauk,MMR009006,NA,Region,9.3,"2015,2018",2,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.13333333333333333,2
252,Bago (West),MMR008,Thayarwady,MMR008D002,Nattalin,MMR008012,NA,Region,9.3,"2015,2016,2018",3,NA,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2,3
61,Shan (North),MMR015,Kyaukme,MMR015D003,Nawnghkio,MMR015013,NA,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
81,Kachin,MMR001,Puta-O,MMR001D004,Nawngmun,MMR001017,NA,State,9.3,2019,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06666666666666667,1
33,Magway,MMR009,Minbu,MMR009D002,Ngape,MMR009009,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
280,Ayeyarwady,MMR017,Pathein,MMR017D001,Ngapudaw,MMR017004,NA,Region,9.3,"2008,2015",2,2008,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,3
264,Mandalay,MMR010,Myingyan,MMR010D004,Ngazun,MMR010021,NA,Region,9.3,"2016,2019,2021",3,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.2,3
180,Yangon,MMR013,Yangon (East),MMR013D002,North Okkalapa,MMR013012,NA,Region,9.3,"2008,2015",2,2008,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,3
271,Ayeyarwady,MMR017,Maubin,MMR017D005,Nyaungdon,MMR017021,NA,Region,9.3,"2015,2016,2018,2021",4,NA,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.26666666666666666,4
184,Bago (East),MMR007,Bago,MMR007D001,Nyaunglebin,MMR007005,NA,Region,9.3,"2015,2017,2018,2019,2020",5,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0.3333333333333333,5
238,Shan (South),MMR014,Taunggyi,MMR014D001,Nyaungshwe,MMR014002,NA,State,9.3,2011,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,1
44,Mandalay,MMR010,Nyaung-U,MMR010D005,Nyaung-U,MMR010022,NA,Region,9.3,"2015,2016,2017,2019,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.4,6
330,Nay Pyi Taw,MMR018,Oke Ta Ra,MMR018D001,Oke Ta Ra Thi Ri,MMR018008,NA,Union Territory,9.3,"2017,2020",2,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.13333333333333333,2
186,Bago (West),MMR008,Thayarwady,MMR008D002,Okpho,MMR008010,NA,Region,9.3,"2015,2016,2017,2018,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.4,6
27,Bago (East),MMR007,Taungoo,MMR007D002,Oktwin,MMR007013,NA,Region,9.3,"2015,2018,2020",3,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.2,3
86,Yangon,MMR013,Yangon (West),MMR013D004,Pabedan,MMR013034,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
146,Bago (West),MMR008,Pyay,MMR008D001,Padaung,MMR008003,NA,Region,9.3,"2015,2016,2017,2020",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.26666666666666666,4
112,Magway,MMR009,Pakokku,MMR009D004,Pakokku,MMR009018,NA,Region,9.3,"2011,2015,2016,2017,2020,2021",6,NA,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0.4,6
305,Tanintharyi,MMR006,Myeik,MMR006D002,Palaw,MMR006007,NA,Region,9.3,"2018,2019",2,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.13333333333333333,2
120,Sagaing,MMR005,Yinmarbin,MMR005D009,Pale,MMR005019,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
241,Chin,MMR004,Matupi,MMR004D004,Paletwa,MMR004009,NA,State,9.3,"2011,2015,2016,2019",4,NA,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.26666666666666666,4
322,Ayeyarwady,MMR017,Maubin,MMR017D005,Pantanaw,MMR017020,NA,Region,9.3,"2015,2016,2017,2021",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.26666666666666666,4
301,Ayeyarwady,MMR017,Pathein,MMR017D001,Pathein,MMR017001,NA,Region,9.3,"2011,2015,2016,2018",4,NA,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.26666666666666666,4
158,Mandalay,MMR010,Mandalay,MMR010D001,Patheingyi,MMR010007,NA,Region,9.3,"2016,2021",2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.13333333333333333,2
156,Magway,MMR009,Pakokku,MMR009D004,Pauk,MMR009021,NA,Region,9.3,"2011,2015",2,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13333333333333333,2
147,Bago (West),MMR008,Pyay,MMR008D001,Paukkhaung,MMR008002,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
295,Rakhine,MMR012,Sittwe,MMR012D001,Pauktaw,MMR012007,NA,State,9.3,"2010,2015",2,2010,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2,3
285,Mon,MMR011,Thaton,MMR011D002,Paung,MMR011008,NA,State,9.3,"2012,2013,2015,2018,2019,2021",6,NA,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0.4,6
73,Sagaing,MMR005,Mawlaik,MMR005D007,Paungbyin,MMR005032,NA,Region,9.3,"2015,2016,2017,2020",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.26666666666666666,4
190,Bago (West),MMR008,Pyay,MMR008D001,Paungde,MMR008004,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
6,Yangon,MMR013,Yangon (East),MMR013D002,Pazundaung,MMR013016,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
194,Shan (South),MMR014,Taunggyi,MMR014D001,Pekon,MMR014010,NA,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
189,Bago (East),MMR007,Taungoo,MMR007D002,Phyu,MMR007012,NA,Region,9.3,"2015,2018,2020",3,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.2,3
203,Shan (South),MMR014,Danu Self-Administered Zone,MMR014S001,Pindaya,MMR014006,Danu,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
106,Shan (South),MMR014,Pa-O Self-Administered Zone,MMR014S002,Pinlaung,MMR014009,Pa-O,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
230,Sagaing,MMR005,Kawlin,MMR005D011,Pinlebu,MMR005026,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
311,Rakhine,MMR012,Sittwe,MMR012D001,Ponnagyun,MMR012002,NA,State,9.3,"2011,2015",2,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13333333333333333,2
197,Magway,MMR009,Minbu,MMR009D002,Pwintbyu,MMR009008,NA,Region,9.3,"2015,2016,2017,2020,2021",5,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.3333333333333333,5
282,Ayeyarwady,MMR017,Pyapon,MMR017D006,Pyapon,MMR017023,NA,Region,9.3,"2008,2015,2018",3,2008,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26666666666666666,4
272,Bago (West),MMR008,Pyay,MMR008D001,Pyay,MMR008001,NA,Region,9.3,"2015,2016,2017,2020",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.26666666666666666,4
51,Mandalay,MMR010,Mandalay,MMR010D001,Pyigyitagon,MMR010005,NA,Region,9.3,"2016,2020",2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.13333333333333333,2
216,Mandalay,MMR010,Pyinoolwin,MMR010D002,Pyinoolwin,MMR010008,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
313,Rakhine,MMR012,Kyaukpyu,MMR012D003,Ramree,MMR012013,NA,State,9.3,"2010,2015",2,2010,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2,3
316,Rakhine,MMR012,Sittwe,MMR012D001,Rathedaung,MMR012008,NA,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
260,Sagaing,MMR005,Sagaing,MMR005D001,Sagaing,MMR005001,NA,Region,9.3,"2015,2016,2017,2019,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.4,6
108,Magway,MMR009,Minbu,MMR009D002,Salin,MMR009010,NA,Region,9.3,"2011,2015,2016,2019,2021",5,NA,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0.3333333333333333,5
214,Sagaing,MMR005,Yinmarbin,MMR005D009,Salingyi,MMR005018,NA,Region,9.3,"2015,2016,2017,2020",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.26666666666666666,4
88,Yangon,MMR013,Yangon (West),MMR013D004,Sanchaung,MMR013039,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
206,Magway,MMR009,Gangaw,MMR009D005,Saw,MMR009025,NA,Region,9.3,"2011,2015",2,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13333333333333333,2
7,Yangon,MMR013,Yangon (South),MMR013D003,Seikgyikanaungto,MMR013031,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
42,Magway,MMR009,Pakokku,MMR009D004,Seikphyu,MMR009022,NA,Region,9.3,"2011,2015,2016,2017,2021",5,NA,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0.3333333333333333,5
59,Sagaing,MMR005,Shwebo,MMR005D002,Shwebo,MMR005004,NA,Region,9.3,"2015,2019,2020",3,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.2,3
187,Bago (West),MMR008,Pyay,MMR008D001,Shwedaung,MMR008006,NA,Region,9.3,"2015,2016,2017,2018,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.4,6
167,Kachin,MMR001,Bhamo,MMR001D003,Shwegu,MMR001011,NA,State,9.3,"2015,2016,2017,2019,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.4,6
144,Bago (East),MMR007,Bago,MMR007D001,Shwegyin,MMR007008,NA,Region,9.3,"2011,2015,2017,2018,2019",5,NA,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.3333333333333333,5
93,Yangon,MMR013,Yangon (North),MMR013D001,Shwepyithar,MMR013007,NA,Region,9.3,"2008,2015,2018",3,2008,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26666666666666666,4
239,Magway,MMR009,Minbu,MMR009D002,Sidoktaya,MMR009011,NA,Region,9.3,"2011,2015",2,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13333333333333333,2
31,Magway,MMR009,Thayet,MMR009D003,Sinbaungwe,MMR009017,NA,Region,9.3,"2015,2016,2019",3,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.2,3
217,Mandalay,MMR010,Pyinoolwin,MMR010D002,Singu,MMR010010,NA,Region,9.3,"2015,2016,2017,2019,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.4,6
49,Mandalay,MMR010,Kyaukse,MMR010D003,Sintgaing,MMR010014,NA,Region,9.3,"2011,2015,2016,2017,2019,2020",6,NA,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0.4,6
296,Rakhine,MMR012,Sittwe,MMR012D001,Sittwe,MMR012001,NA,State,9.3,"2010,2011,2015",3,2010,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.26666666666666666,4
177,Yangon,MMR013,Yangon (East),MMR013D002,South Okkalapa,MMR013011,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
256,Sagaing,MMR005,Shwebo,MMR005D002,Tabayin,MMR005010,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
41,Shan (East),MMR016,Tachileik,MMR016D003,Tachileik,MMR016009,NA,State,9.3,"2015,2017",2,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13333333333333333,2
211,Mandalay,MMR010,Kyaukse,MMR010D003,Tada-U,MMR010016,NA,Region,9.3,"2016,2017,2019,2020,2021",5,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.3333333333333333,5
97,Yangon,MMR013,Yangon (North),MMR013D001,Taikkyi,MMR013005,NA,Region,9.3,"2015,2016,2017",3,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.2,3
132,Sagaing,MMR005,Tamu,MMR005D006,Tamu,MMR005030,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
175,Yangon,MMR013,Yangon (East),MMR013D002,Tamwe,MMR013015,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
170,Kachin,MMR001,Myitkyina,MMR001D001,Tanai,MMR001004,NA,State,9.3,"2015,2019,2020",3,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.2,3
243,Shan (North),MMR015,Lashio,MMR015D001,Tangyan,MMR015004,NA,State,9.3,"2015,2020",2,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.13333333333333333,2
82,Tanintharyi,MMR006,Myeik,MMR006D002,Tanintharyi,MMR006008,NA,Region,9.3,"2017,2018,2019,2020",4,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.26666666666666666,4
151,Nay Pyi Taw,MMR018,Oke Ta Ra,MMR018D001,Tatkon,MMR018003,NA,Union Territory,9.3,2018,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06666666666666667,1
195,Magway,MMR009,Magway,MMR009D001,Taungdwingyi,MMR009004,NA,Region,9.3,"2015,2018,2019",3,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.2,3
202,Shan (South),MMR014,Taunggyi,MMR014D001,Taunggyi,MMR014001,NA,State,9.3,"2011,2015",2,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13333333333333333,2
27,Bago (East),MMR007,Taungoo,MMR007D002,Taungoo,MMR007009,NA,Region,9.3,"2011,2015,2018",3,NA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.2,3
205,Mandalay,MMR010,Myingyan,MMR010D004,Taungtha,MMR010018,NA,Region,9.3,"2015,2016,2019,2020,2021",5,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.3333333333333333,5
222,Sagaing,MMR005,Shwebo,MMR005D002,Taze,MMR005011,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
68,Chin,MMR004,Falam,MMR004D001,Tedim,MMR004004,NA,State,9.3,"2011,2015",2,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13333333333333333,2
94,Ayeyarwady,MMR017,Pathein,MMR017D001,Thabaung,MMR017003,NA,Region,9.3,"2015,2016,2017,2021",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.26666666666666666,4
244,Mandalay,MMR010,Pyinoolwin,MMR010D002,Thabeikkyin,MMR010012,NA,Region,9.3,"2015,2016,2017,2018,2019,2020,2021",7,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.4666666666666667,7
174,Yangon,MMR013,Yangon (East),MMR013D002,Thaketa,MMR013013,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
309,Bago (East),MMR007,Bago,MMR007D001,Thanatpin,MMR007002,NA,Region,9.3,"2015,2018,2019",3,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.2,3
307,Mon,MMR011,Mawlamyine,MMR011D001,Thanbyuzayat,MMR011004,NA,State,9.3,"2018,2019,2020",3,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.2,3
148,Kayin,MMR003,Hpa-An,MMR003D001,Thandaunggyi,MMR003004,NA,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
291,Rakhine,MMR012,Thandwe,MMR012D004,Thandwe,MMR012015,NA,State,9.3,"2011,2015,2017,2021",4,NA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.26666666666666666,4
318,Yangon,MMR013,Yangon (South),MMR013D003,Thanlyin,MMR013023,NA,Region,9.3,"2008,2015",2,2008,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,3
125,Chin,MMR004,Hakha,MMR004D003,Thantlang,MMR004003,NA,State,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
286,Mon,MMR011,Thaton,MMR011D002,Thaton,MMR011007,NA,State,9.3,"2012,2013,2015,2016,2017,2018,2019,2020,2021",9,NA,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0.6,9
261,Bago (West),MMR008,Thayarwady,MMR008D002,Thayarwady,MMR008007,NA,Region,9.3,"2015,2016,2017",3,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.2,3
102,Magway,MMR009,Thayet,MMR009D003,Thayet,MMR009012,NA,Region,9.3,"2015,2016,2017,2018,2020",5,NA,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0.3333333333333333,5
306,Tanintharyi,MMR006,Dawei,MMR006D001,Thayetchaung,MMR006003,NA,Region,9.3,2018,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06666666666666667,1
109,Mandalay,MMR010,Meiktila,MMR010D007,Thazi,MMR010030,NA,Region,9.3,2011,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,1
26,Bago (West),MMR008,Pyay,MMR008D001,Thegon,MMR008005,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
90,Yangon,MMR013,Yangon (East),MMR013D002,Thingangyun,MMR013009,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
300,Yangon,MMR013,Yangon (South),MMR013D003,Thongwa,MMR013025,NA,Region,9.3,"2008,2015,2018",3,2008,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26666666666666666,4
227,Sagaing,MMR005,Katha,MMR005D004,Tigyaing,MMR005022,NA,Region,9.3,"2015,2016,2017,2019,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.4,6
53,Magway,MMR009,Gangaw,MMR009D005,Tilin,MMR009024,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
228,Chin,MMR004,Falam,MMR004D001,Tonzang,MMR004005,NA,State,9.3,"2015,2017",2,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13333333333333333,2
292,Rakhine,MMR012,Thandwe,MMR012D004,Toungup,MMR012016,NA,State,9.3,"2011,2015,2021",3,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.2,3
235,Kachin,MMR001,Myitkyina,MMR001D001,Tsawlaw,MMR001006,NA,State,9.3,"2019,2020",2,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.13333333333333333,2
91,Yangon,MMR013,Yangon (South),MMR013D003,Twantay,MMR013027,NA,Region,9.3,"2008,2015",2,2008,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,3
233,Kachin,MMR001,Myitkyina,MMR001D001,Waingmaw,MMR001002,NA,State,9.3,"2015,2019,2020",3,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.2,3
138,Ayeyarwady,MMR017,Myaungmya,MMR017D003,Wakema,MMR017017,NA,Region,9.3,"2015,2021",2,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.13333333333333333,2
96,Bago (East),MMR007,Bago,MMR007D001,Waw,MMR007004,NA,Region,9.3,"2015,2017,2018,2019",4,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.26666666666666666,4
257,Sagaing,MMR005,Shwebo,MMR005D002,Wetlet,MMR005006,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
129,Sagaing,MMR005,Kawlin,MMR005D011,Wuntho,MMR005025,NA,Region,9.3,2015,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,1
198,Mandalay,MMR010,Yamethin,MMR010D006,Yamethin,MMR010023,NA,Region,9.3,2011,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,1
12,Yangon,MMR013,Yangon (East),MMR013D002,Yankin,MMR013010,NA,Region,9.3,2008,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,2
276,Mon,MMR011,Mawlamyine,MMR011D001,Ye,MMR011006,NA,State,9.3,"2018,2019",2,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.13333333333333333,2
275,Tanintharyi,MMR006,Dawei,MMR006D001,Yebyu,MMR006004,NA,Region,9.3,2018,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06666666666666667,1
30,Bago (East),MMR007,Taungoo,MMR007D002,Yedashe,MMR007010,NA,Region,9.3,"2015,2018",2,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.13333333333333333,2
317,Ayeyarwady,MMR017,Pathein,MMR017D001,Yegyi,MMR017006,NA,Region,9.3,"2011,2015,2016,2017,2021",5,NA,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0.3333333333333333,5
37,Magway,MMR009,Magway,MMR009D001,Yenangyaung,MMR009002,NA,Region,9.3,"2015,2016,2017,2018,2019,2020,2021",7,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.4666666666666667,7
157,Magway,MMR009,Pakokku,MMR009D004,Yesagyo,MMR009019,NA,Region,9.3,"2015,2016,2017,2018,2020,2021",6,NA,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.4,6
64,Sagaing,MMR005,Shwebo,MMR005D002,Ye-U,MMR005009,NA,Region,9.3,"2015,2017",2,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13333333333333333,2
58,Sagaing,MMR005,Yinmarbin,MMR005D009,Yinmarbin,MMR005016,NA,Region,9.3,"2011,2015,2017",3,NA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.2,3
20,Ayeyarwady,MMR017,Hinthada,MMR017D002,Zalun,MMR017009,NA,Region,9.3,"2015,2016,2017,2021",4,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.26666666666666666,4
24,Bago (West),MMR008,Thayarwady,MMR008D002,Zigon,MMR008011,NA,Region,9.3,"2015,2019",2,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.13333333333333333,2
