state,admin1_pcode,township,admin3_pcode,total_population_2021proj,food_security_pin_2022,food_security_target_2022,conflict_events,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,fatalities,conflict_score,flood_count,flood_prob,vul_score_2019,unsafe_water_2019,poor_housing_2019,no_middle_school_2019,no_electricity_2019,no_id_card_2019,female_illiteracy_2019,child_dependency_2019
Kayin,MMR003,Hpapun,MMR003003,36403.91058003586,36403.91058003586,44320.23954264364,194,81,71,0,34,8,352,0.3263878572334436,3,0.2,0.4490780934716818,0.15929322902616672,0.1592932290261667,0.6380647228452418,0.726,0.40357622816186345,0.20400000000000007,0.584
Kayin,MMR003,Kawkareik,MMR003006,228625.06669591743,70417,5000,116,56,28,3,22,7,196,0.13931885438029165,7,0.4666666666666667,0.43002308253263455,0.0878059844054973,0.1143284481521675,0.7252695521496275,0.7835246184178178,0.3914297851251371,0.3215026744846894,0.5184506186074725
Kayin,MMR003,Kyainseikgyi,MMR003007,264429.2491780408,81444,5000,69,26,20,2,9,12,43,0.06585092828154966,8,0.5333333333333333,0.4874085430017558,0.14020656512931018,0.11727528932729098,0.7463008446654287,0.7825464158328311,0.4694165710637105,0.3653157465742245,0.5287979854533165
Kayin,MMR003,Myawaddy,MMR003005,218454.5912361622,67353,5000,193,84,48,8,41,12,406,0.25542848822848513,6,0.4,0.32967398771265777,0.04677838092990316,0.04677838092990316,0.6052453893047303,0.29200000000000004,0.39085781476786274,0.264,0.422
Magway,MMR009,Gangaw,MMR009023,132523.7540308305,32767,3277.25118460458,216,60,47,4,77,28,620,0.3501467986293922,1,0.06666666666666667,0.31918813964281234,0.09016854265041108,0.145989605400886,0.6340908797271283,0.5146391942288371,0.15838646550091529,0.06119071688704877,0.3741230386914436
Magway,MMR009,Tilin,MMR009024,48583.26092104402,10202,1019.7515811746896,60,32,8,1,14,5,197,0.0716663135564221,1,0.06666666666666667,0.4376444920286935,0.11993782964121344,0.1678995328871494,0.7273907536415453,0.5747745481812033,0.07578344837538176,0.04888845678812042,0.3352753367487918
Magway,MMR009,Saw,MMR009025,68299.51859151479,18217,1822.2941570614,120,55,22,0,36,7,339,0.13269973826385772,2,0.13333333333333333,0.3860166928332879,0.30317629646219785,0.16074845900000226,0.6674622674622674,0.5790789631839016,0.07790321744091555,0.09480681926623476,0.34653226417540206
Magway,MMR009,Magway,MMR009001,287573.41447282815,60390,6038.958296358604,78,3,21,9,33,12,29,0.09786672782516546,7,0.4666666666666667,0.30598559417118354,0.10505009406803612,0.11920928173280362,0.590452764872005,0.5267752299048001,0.19493990724271493,0.10609388638842757,0.38800971445864746
Magway,MMR009,Yenangyaung,MMR009002,133450.36147114506,28025,2801.542483822312,13,0,4,1,6,2,2,0.01336920724271764,7,0.4666666666666667,0.3317546574733016,0.1258358944199383,0.11587439390891936,0.6044951966648541,0.5665802426038716,0.21116697300609075,0.12679222401135098,0.4300683704638078
Magway,MMR009,Chauk,MMR009003,184117.4949189052,38665,3865.532663203272,11,0,2,1,5,3,2,0.01267600884968959,6,0.4,0.32420039241448917,0.15881850197577344,0.12002628575724614,0.5966438088866588,0.5930572231290462,0.2210886562589293,0.11625596016179408,0.4123916212403358
Magway,MMR009,Taungdwingyi,MMR009004,258356.4478971576,54255,5424.514637587847,99,3,16,3,47,30,23,0.0864057385710824,3,0.2,0.39429391872225794,0.08204985147918138,0.13854828130389507,0.6531438480617371,0.6693222490611399,0.18903833409559723,0.0994070513832388,0.4264917791980338
Magway,MMR009,Myothit,MMR009005,158588.06803864965,33303,3329.6506078513253,27,1,7,0,8,11,7,0.02202943563146954,2,0.13333333333333333,0.4507019847720331,0.14675273323747887,0.1387063201273671,0.7241646511846338,0.826414743295053,0.18115879457732495,0.1874144783303088,0.5050829799711901
Magway,MMR009,Natmauk,MMR009006,205798.31943708163,43218,4322.2353046313865,38,4,6,0,16,12,11,0.03224041028839268,2,0.13333333333333333,0.46871182760055186,0.15465134376054435,0.1113041338206002,0.7815071255137148,0.8087895080046307,0.19677480825115523,0.18984327986839397,0.47479540693188216
Magway,MMR009,Minbu,MMR009007,187093.17739622455,39290,3929.043275155924,22,1,8,1,12,0,1,0.01784649523187072,7,0.4666666666666667,0.289647150377049,0.03976645143921482,0.0376223342295447,0.6221381214431945,0.44621939968151497,0.2329546541815236,0.10715891918814376,0.33328851620360467
Magway,MMR009,Pwintbyu,MMR009008,162744.87673817252,34176,3418.3576259129213,53,2,21,3,20,7,14,0.05064799974851755,5,0.3333333333333333,0.3413306979389501,0.02757590485614098,0.04321475350834834,0.7073967070852442,0.5141179999290013,0.2594987814002415,0.12632405106744715,0.3448113591588416
Magway,MMR009,Ngape,MMR009009,51840.30595802967,10886,1089.353689716822,17,2,7,2,5,1,28,0.02437631374625398,1,0.06666666666666667,0.34429600098351504,0.05820601975349216,0.04382447226554481,0.7439353099730458,0.5742329248419366,0.15030697002527993,0.12491717686558124,0.3979167565518947
Magway,MMR009,Salin,MMR009010,234667.31111563844,49280,4927.986466608758,23,1,7,1,8,6,24,0.02443591585202517,5,0.3333333333333333,0.37378887179176135,0.04048318745062561,0.04288907848851173,0.7317038446840556,0.5813895220209431,0.2917001839393769,0.07496024520479334,0.34623418648294463
Magway,MMR009,Sidoktaya,MMR009011,47251.014172093855,9923,991.728776561706,12,3,2,0,6,1,13,0.00892902830921279,2,0.13333333333333333,0.3671818987480416,0.09291735773448875,0.05137257847564503,0.6903328875018576,0.598218786905642,0.1548387096774193,0.07800700057770546,0.371238273410057
Magway,MMR009,Pakokku,MMR009018,288460.2533534726,60577,6058.334698067766,145,21,46,9,34,35,167,0.1719673246373667,6,0.4,0.2626635549215809,0.05327603678768317,0.06770678844612654,0.6102046443599918,0.28047243644684633,0.18298585411694268,0.11821421833738116,0.3576328935120635
Magway,MMR009,Yesagyo,MMR009019,214105.97155217687,44962,4495.77460870406,280,47,94,2,104,33,233,0.22100970691490415,6,0.4,0.36063362313684777,0.05926735672009727,0.07045416559248373,0.7252438109527382,0.5001286959567094,0.21983809561523104,0.09309719694076792,0.3810040278330895
Magway,MMR009,Myaing,MMR009020,224464.6871322603,47138,4714.241582602502,178,38,58,2,55,25,318,0.17209464431190277,2,0.13333333333333333,0.375729025209975,0.08997703644711222,0.06373618813581985,0.8354100756333223,0.6068168122706193,0.2563426706613623,0.17296023228769714,0.4060918989460569
Magway,MMR009,Pauk,MMR009021,170521.6185816712,35810,3581.04601037606,209,45,37,0,91,36,438,0.2042000297989655,2,0.13333333333333333,0.38562139701588194,0.09970321658395154,0.08501051412911487,0.812523609537142,0.601946334926447,0.2274559008044874,0.1322593484191376,0.460268604423532
Magway,MMR009,Seikphyu,MMR009022,102174.37771855226,21457,2146.3381211759756,15,1,4,0,4,6,14,0.01370841774946648,5,0.3333333333333333,0.3507818959755354,0.06301540161796557,0.08100138195456882,0.6811992572905669,0.5679315320607822,0.21549433134219187,0.11310081699380813,0.4258813160714227
Magway,MMR009,Thayet,MMR009012,103743.24739753985,21786,2179.391875114487,11,2,3,0,4,2,5,0.00803774607021931,5,0.3333333333333333,0.3652917351073108,0.2175918219426563,0.15608483218389613,0.7058605111702456,0.6189890015382761,0.13807653135457587,0.12587405827204726,0.3347744353524817
Magway,MMR009,Minhla,MMR009013,145236.76834338708,30500,3050.027865043446,10,0,3,0,7,0,0,0.00511180011860819,5,0.3333333333333333,0.38298849662382206,0.20903702001144908,0.16840668789835367,0.7001389444928525,0.6442937746526969,0.23574595235388685,0.12687708807554057,0.3580207235920994
Magway,MMR009,Mindon,MMR009014,59013.55990853376,12393,1238.7153073514055,13,2,5,0,6,0,14,0.00932788394077016,2,0.13333333333333333,0.4353265629038592,0.10238165003043126,0.1827635633245425,0.7203468566119542,0.7908261280231191,0.1024556294518122,0.18052366796379907,0.3436932775859419
Magway,MMR009,Kamma,MMR009015,74759.92110993135,15700,1570.0416577967449,27,2,10,0,14,1,2,0.01565792851396145,5,0.3333333333333333,0.3796049464575751,0.0985970431238849,0.17854489639642523,0.7358905141565697,0.7802584822970839,0.20193203702553264,0.08887074211221112,0.33095814294605724
Magway,MMR009,Aunglan,MMR009016,233861.003568326,49111,4910.918926403586,14,1,1,1,7,4,4,0.01493139780043965,4,0.26666666666666666,0.3732591025113884,0.17360097321895335,0.16807030925657016,0.6933259062724462,0.5923574376992546,0.32240189923288476,0.11713270976410588,0.3932387649519889
Magway,MMR009,Sinbaungwe,MMR009017,117162.15364424168,24604,2459.59484021137,3,1,0,0,0,2,9,0.00413343730263561,3,0.2,0.419132936798565,0.16333180609478964,0.18769839090551407,0.7833032261917203,0.7582729981991327,0.1957791073007258,0.08258622240120934,0.4203437124033404
Mandalay,MMR010,Kyaukse,MMR010013,274709.3466889205,32416,3242.429766033835,51,8,17,4,13,9,46,0.06110406608966955,NA,0,0.2908558002538836,0.05115128758744147,0.06388379027274989,0.6368892375762459,0.3723371279408251,0.25341610826435423,0.06463425517191335,0.3795413306333416
Mandalay,MMR010,Sintgaing,MMR010014,158619.83773306131,18717,1872.2859584249468,39,3,13,2,12,9,45,0.04338207562318558,6,0.4,0.2596281525109511,0.04644183311518331,0.05961954015451638,0.5873309239878983,0.3424498007005041,0.22035781574582525,0.08261545756547851,0.35310557671861426
Mandalay,MMR010,Myittha,MMR010015,208374.00606965617,24588,2459.186742558674,17,0,8,0,8,1,0,0.01004044070980572,NA,0,0.3587409199552301,0.07645551540414904,0.061512206807305,0.695216246846781,0.4424585209361679,0.2597163199534829,0.16294809563029936,0.39588668219760137
Mandalay,MMR010,Tada-U,MMR010016,147647.73934006476,17422,1741.7567097702458,18,5,6,1,1,5,28,0.02282347157154721,5,0.3333333333333333,0.359239273227207,0.07158452028117097,0.0548271613031867,0.7570862203119789,0.4212972790583144,0.20659521846661175,0.12771591826097498,0.3712871366061134
Mandalay,MMR010,Aungmyaythazan,MMR010001,283094.198504246,33405,3341.4885290733523,63,7,25,6,12,13,15,0.07655716276862654,1,0.06666666666666667,0.12263643497445952,0.01273115000839078,0.02015067108306309,0.3643542576383263,0.03080360612903323,0.1513830316399576,0.0443623424406048,0.27151456325859735
Mandalay,MMR010,Chanayethazan,MMR010002,210020.72620513552,24782,2477.755454915075,189,4,53,35,62,35,91,0.31094431943439393,NA,0,0.09290305924643572,0.01018562857763554,0.01368812886599225,0.2767245849482778,0.01303213185904375,0.10241553547481765,0.03193623493774672,0.21637995761548512
Mandalay,MMR010,Mahaaungmyay,MMR010003,256821.2367566823,30305,3029.509485691361,135,9,43,12,35,36,51,0.16380575919324172,NA,0,0.12216217539123957,0.01720627888265001,0.01943610500563309,0.377839112612244,0.04309852142064747,0.14404374282107024,0.04685556494781061,0.25780157729431896
Mandalay,MMR010,Chanmyathazi,MMR010004,302269.0082577384,35668,3567.225716840961,123,11,50,7,26,29,54,0.1309548460685371,NA,0,0.14938097046427856,0.02333860128479361,0.02476412660560642,0.4300256585479067,0.07495538375040382,0.19195861355406107,0.05421757065106459,0.3055736304151857
Mandalay,MMR010,Pyigyitagon,MMR010005,253183.75340437837,29876,2988.4317722113033,68,4,35,5,9,15,37,0.07973924173975738,2,0.13333333333333333,0.16868509030548373,0.0183899761226312,0.02895074911341242,0.4837561011383359,0.15821713083107455,0.21989013815958725,0.05047365484446058,0.3378701566480613
Mandalay,MMR010,Amarapura,MMR010006,253098.54149568605,29866,2987.437274355215,58,1,19,1,18,19,15,0.05002633390629157,3,0.2,0.19044285306435563,0.03265033931224719,0.03091721501155139,0.5434289077608677,0.2252571634026835,0.20083200610941687,0.06474071892814276,0.33354580297944525
Mandalay,MMR010,Patheingyi,MMR010007,280906.3827485704,33147,3315.3047115730856,40,5,20,0,7,8,14,0.0307568966489845,2,0.13333333333333333,0.22544912425237149,0.05509526421188168,0.03346975073610785,0.6187641785383431,0.2859092880775474,0.24559740537325636,0.0996515979029335,0.3790953854300588
Mandalay,MMR010,Meiktila,MMR010028,329837.1910174255,38921,3891.921147591971,38,2,6,7,15,8,17,0.06195631912372917,NA,0,0.25097418082806056,0.05580356818959175,0.06866729161371651,0.5310727319750568,0.3019379489949354,0.19117052225454656,0.14215496527982552,0.37709868231441246
Mandalay,MMR010,Mahlaing,MMR010029,148510.50991557463,17524,1751.5760855914916,16,0,3,3,6,4,3,0.02610891333406538,NA,0,0.3748419926199652,0.06476321337152409,0.07830842245735112,0.732660477357511,0.4621923191903347,0.19764165257727484,0.08739905529904443,0.3907370748908169
Mandalay,MMR010,Thazi,MMR010030,215884.3706720267,25474,2546.564500546806,8,0,5,1,2,0,0,0.00980404920996459,1,0.06666666666666667,0.3295377034731982,0.11292213233400555,0.07666768873644368,0.6458709273751122,0.4050327330539788,0.244158864281105,0.1260381620421254,0.4133922443135549
Mandalay,MMR010,Wundwin,MMR010031,244728.60176438157,28878,2888.202513380018,21,2,2,3,5,9,13,0.03324126695811029,NA,0,0.35085281398782187,0.07421919283592107,0.08064356424286527,0.7614095770234215,0.4017395372442989,0.23599987615076581,0.14680141983232697,0.33642784871256465
Mandalay,MMR010,Myingyan,MMR010017,294083.33927898115,34702,3469.816606201124,164,20,24,10,59,51,187,0.1933498692993137,5,0.3333333333333333,0.3075522302703431,0.11014838788739638,0.13032473889766863,0.657033341823581,0.3009164762528115,0.19870567626487812,0.11550600762231292,0.3349029250497232
Mandalay,MMR010,Taungtha,MMR010018,230755.97903655615,27229,2723.079449686694,61,5,13,2,26,15,30,0.05539633457910015,5,0.3333333333333333,0.33206618355034934,0.1673033087845335,0.1390048481259568,0.7079629905490177,0.3746472410125306,0.2021829725894475,0.11289857449392508,0.40548338984869337
Mandalay,MMR010,Natogyi,MMR010019,188614.4295927627,22257,2226.349785760861,58,10,21,2,16,9,129,0.06700980577966185,NA,0,0.3013670513552647,0.0899170888575487,0.11587096714359144,0.7599018677706543,0.4042363500246978,0.17320922703358965,0.07893194312819918,0.3515902299158239
Mandalay,MMR010,Ngazun,MMR010021,132326.63815718322,15615,1560.545801939934,22,2,5,0,12,3,9,0.01457301087440336,3,0.2,0.3640972319866636,0.15745744675780313,0.12255156848259144,0.7974643640350877,0.4241463416916219,0.2000790064457698,0.09799671821578528,0.36011778628962315
Mandalay,MMR010,Kyaukpadaung,MMR010020,278971.0072723958,32919,3292.1421203210016,49,1,17,4,17,10,15,0.05492847905311261,NA,0,0.3673271932297463,0.10865711467806656,0.10980494682558312,0.6802146318023465,0.36192820046740987,0.19191801992880575,0.16478315448417072,0.3907503199013315
Mandalay,MMR010,Nyaung-U,MMR010022,255579.2731874916,30158,3016.1645853686555,28,1,6,5,7,9,15,0.047512959257243,6,0.4,0.3619295891915261,0.18215386454251292,0.18215386454251292,0.6865813884535559,0.497,0.11805748541029816,0.16099999999999992,0.389
Mandalay,MMR010,Pyinoolwin,MMR010008,272154.0545770091,32114,3210.5822103578134,24,4,1,3,12,4,42,0.03553426663026583,1,0.06666666666666667,0.2448088940892369,0.05017161946615304,0.04771397363772856,0.47579199918075354,0.2179022328524808,0.2082441956306319,0.05241152170334776,0.3070219203440117
Mandalay,MMR010,Madaya,MMR010009,274809.470681634,32428,3243.2482649609665,138,13,38,2,48,37,179,0.13245541176246386,3,0.2,0.35221574615221574,0.11077144038401186,0.12066316125224023,0.7161210750809395,0.4625838089206603,0.30270802700889354,0.0705126767500343,0.38135890790756977
Mandalay,MMR010,Singu,MMR010010,167851.48289101702,19806,1981.3525646218368,37,5,6,1,12,13,40,0.03815351633497784,6,0.4,0.3466038940338335,0.11502375567512914,0.1207425471965872,0.6576891146163989,0.4733296654406014,0.2781217750257998,0.03575292019281749,0.3844910621878494
Mandalay,MMR010,Mogoke,MMR010011,178038.56657518548,21009,2101.1449244088303,158,16,27,10,69,36,71,0.16434915565410413,1,0.06666666666666667,0.2540277302802177,0.0762632551353291,0.07726266784092556,0.5020409551670182,0.3001638235798507,0.23077877708345507,0.10657510646452913,0.3907653663634664
Mandalay,MMR010,Thabeikkyin,MMR010012,174366.9984594045,20575,2058.469525275091,31,2,11,0,11,7,12,0.02302349341264353,7,0.4666666666666667,0.38302156254780634,0.15016955734480558,0.13189016978917753,0.6879397113952652,0.5373674587175683,0.351624970773907,0.07390480506903253,0.44584534288232286
Mandalay,MMR010,Yamethin,MMR010023,274905.3340789128,32439,3244.117062092947,1,0,0,0,1,0,0,4.399321831995495e-4,1,0.06666666666666667,0.35419987709335465,0.0450036183189753,0.04130939754899612,0.7323731148040227,0.5412667306377985,0.2622975991066443,0.15952287251607333,0.38465619759982417
Mandalay,MMR010,Pyawbwe,MMR010024,277250.79186566925,32716,3272.4407153383586,2,0,1,0,1,0,2,0.00139704401200384,NA,0,0.3489378743554924,0.03530404471131964,0.03896701349167368,0.7340133603126646,0.5327693646120334,0.2884997359430572,0.1525069299191837,0.419197079081127
Mon,MMR011,Mawlamyine,MMR011001,278680.7196406106,44000.17344512815,0,54,0,14,13,21,6,12,0.09913517854096902,6,0.4,0.20093972537138977,0.03354117789305505,0.06342534726227636,0.39005609072064384,0.1305691165417025,0.22063006582224287,0.08593452031078586,0.34075360910481994
Mon,MMR011,Kyaikmaraw,MMR011002,188565.08118107164,24000.13167079307,0,13,3,6,0,2,2,9,0.01042120927220777,5,0.3333333333333333,0.3927145416589391,0.1370905978300903,0.08371934491604185,0.783725317312227,0.3887019592310318,0.34525769363532566,0.4332918996012013,0.5327034312394052
Mon,MMR011,Chaungzon,MMR011003,117607.3699214522,12000.006948041786,0,11,1,2,0,5,3,4,0.0080903145819187,4,0.26666666666666666,0.3166758520237884,0.08431756352453579,0.103380320711606,0.6623174438431314,0.5297682421739719,0.22848946443362497,0.1653225877178787,0.4350700714150779
Mon,MMR011,Thanbyuzayat,MMR011004,164226.21257492076,23000.148475104623,0,12,0,4,1,3,4,5,0.01467210838017789,3,0.2,0.4043705741310534,0.09996658296092076,0.08482843096374815,0.6532816913841808,0.3215541617188974,0.27367669764325453,0.23703169298860785,0.4268689575434253
Mon,MMR011,Mudon,MMR011005,183679.78085508436,27000.299476739117,0,21,0,4,1,13,3,3,0.01769015964779381,3,0.2,0.27141799688648854,0.06939597757896479,0.07468894956940382,0.635008210180624,0.2885380280507071,0.2178503554585768,0.13516969998114864,0.387813755749561
Mon,MMR011,Ye,MMR011006,253869.98090638287,61437,10000,166,43,54,7,42,20,176,0.16934383443197046,2,0.13333333333333333,0.3617575793354107,0.09929480778900134,0.1032644047676563,0.6840980294556847,0.5230240233903639,0.29501111503344046,0.3638916978990829,0.4538384793558968
Mon,MMR011,Thaton,MMR011007,229296.140236455,55490,10000,108,31,42,3,17,15,112,0.10560744320543322,9,0.6,0.3287847732806177,0.11340645543788334,0.12336837560894198,0.6766442206298728,0.33126126523490496,0.3607726281062098,0.20479432527581845,0.4751542704102798
Mon,MMR011,Paung,MMR011008,210376.07410109657,34003.99336600171,0,25,0,12,0,9,4,4,0.01705419748435862,6,0.4,0.336061948265018,0.1203706778527557,0.11885440909162652,0.7139633837598713,0.3452734922017195,0.31195259430553546,0.24761439882450983,0.4768203430505985
Mon,MMR011,Kyaikto,MMR011009,177704.36423321342,43004,10000,108,30,43,1,14,20,157,0.12015865316073764,3,0.2,0.30722630248550886,0.11989509118351666,0.1304866165267541,0.6228014870535035,0.3536472843127992,0.28050932067781775,0.1142888322241548,0.4396295449475612
Mon,MMR011,Bilin,MMR011010,174375.27232961828,43029,5000,73,20,27,0,12,14,46,0.06520698491855219,7,0.4666666666666667,0.3801268591266728,0.17773291554603807,0.15566898755155592,0.6873873477821251,0.44019312814178024,0.3177221514577865,0.20089599141286524,0.481403676813121
Nay Pyi Taw,MMR018,Za Bu Thi Ri,MMR018002,123719.9083172146,0,0,10,0,6,1,3,0,2,0.01120109322196843,NA,0,0.09311697155272924,0.00923810676151495,0.01205303295381474,0.1963318360220269,0.05343940455859624,0.11556710466792208,0.03075500295254772,0.2538607090551835
Nay Pyi Taw,MMR018,Det Khi Na Thi Ri,MMR018004,57490.06829779366,0,0,4,1,0,0,1,2,0,0.00331477851053285,NA,0,0.2493410686708938,0.02081641330832118,0.05100965038113241,0.5389615414377467,0.4407587440630258,0.1756417181371973,0.11932941145588503,0.3601948173764112
Nay Pyi Taw,MMR018,Pyinmana,MMR018006,210082.69677906152,0,0,27,3,13,5,4,2,33,0.04708459143997238,NA,0,0.20706424591506517,0.05157282150440557,0.03786751895682542,0.4623897353648757,0.20301489192854075,0.20943250086241127,0.08242340791282776,0.3985134149696464
Nay Pyi Taw,MMR018,Lewe,MMR018007,318535.16586296825,0,0,6,1,2,0,1,2,5,0.0053688456098417,3,0.2,0.3118009357096416,0.05364870309756812,0.05614504677546585,0.5954190632703369,0.44546669148684503,0.2777069501731477,0.10825761039296786,0.46269706593831544
Nay Pyi Taw,MMR018,Zay Yar Thi Ri,MMR018001,124654.0323228326,0,0,120,0,3,6,108,3,3,0.08649159268908005,NA,0,0.18751716298368248,0.04089786335051216,0.04854072521020229,0.4960764874901282,0.248492899460648,0.19094967079567016,0.07132266960353205,0.4038569879587668
Nay Pyi Taw,MMR018,Tatkon,MMR018003,243155.61481010212,0,0,11,0,6,1,3,1,1,0.01216283346124724,1,0.06666666666666667,0.25429940411949825,0.06670373939729077,0.0609223643260948,0.6310403591171703,0.5211981722737131,0.2063515260524984,0.15283429200756854,0.39534477978164984
Nay Pyi Taw,MMR018,Poke Ba Thi Ri,MMR018005,130476.06659285932,0,0,6,0,2,1,1,2,2,0.00981469643591233,NA,0,0.2099960094036128,0.0457998411854907,0.05641524523452539,0.51686854058324,0.3312906663865433,0.1911739484628907,0.1222674336060548,0.41615239977015767
Nay Pyi Taw,MMR018,Oke Ta Ra Thi Ri,MMR018008,91418.70664093515,0,0,8,0,2,0,5,1,1,0.00479593792948463,2,0.13333333333333333,0.2554253039565947,0.08411674765165321,0.07392194246057937,0.6092396078152078,0.4467948285821381,0.23334410140446415,0.17321219760857756,0.42277300613013746
Rakhine,MMR012,Kyaukpyu,MMR012011,171175.73756895756,47000.071429559386,0,5,0,0,0,3,2,0,0.00639080001754415,3,0.2,0.45085778498966655,0.38763318367469646,0.35670845832158343,0.7459474566797093,0.5609565221795662,0.3818953006478254,0.180915074058338,0.478160127200039
Rakhine,MMR012,Munaung,MMR012012,58972.35634496853,14000.034103613378,0,1,0,0,0,1,0,0,4.399321831995495e-4,3,0.2,0.414255626379335,0.28643064500118987,0.33941911945859776,0.6993275191762109,0.6582602664484113,0.16597408446091175,0.04347022402059434,0.34988177849010565
Rakhine,MMR012,Ramree,MMR012013,101338.74477697774,25999.68063348829,0,2,0,0,0,2,0,0,8.79864366399098e-4,3,0.2,0.4983763147640547,0.3774488844418172,0.37133059644339367,0.7151054317597776,0.6897494291743962,0.31758494145842175,0.08641617230901133,0.4499776442341686
Rakhine,MMR012,Ann,MMR012014,123930.35613315948,51962,1000,14,0,7,1,6,0,1,0.02259596018319467,5,0.3333333333333333,0.4717409075447261,0.34472067874586615,0.3672230517440192,0.7656123007513809,0.6740837365283373,0.40352327378907593,0.15486280108631487,0.5285850166398649
Rakhine,MMR012,Maungdaw,MMR012009,42221.457598032895,16889,16889.41697108115,41,16,4,0,12,9,43,0.05758303962675538,2,0.13333333333333333,0.4460979866246027,0.373290273556231,0.7156788247213779,0.5828948040668267,0.611322188449848,0.26639587564443057,0.40864531069085297,0.5088225118210126
Rakhine,MMR012,Buthidaung,MMR012010,57501.30838010879,27218,25001,20,2,3,0,8,7,5,0.04011031329346599,1,0.06666666666666667,0.5269764081183161,0.6306818181818181,0.7621182528409092,0.6967648294564761,0.7466264204545454,0.34335804541427706,0.3668797464896465,0.5586673668242021
Rakhine,MMR012,Mrauk-U,MMR012003,196308.81462093847,92169,49999,10,0,2,0,5,3,1,0.06658190998297078,3,0.2,0.5728444555507963,0.8321613485851896,0.8767369054786274,0.7657995360027496,0.9216134858518964,0.3993241062194085,0.19075922395424472,0.5282907611714537
Rakhine,MMR012,Kyauktaw,MMR012004,179196.62400930474,80736,40000,13,0,6,0,7,0,5,0.04790418354196373,3,0.2,0.5610492386592947,0.8563227839430059,0.7507055761063159,0.7306559725007161,0.8965885737772298,0.40395402631198496,0.2086542480148068,0.5301927922316904
Rakhine,MMR012,Minbya,MMR012005,175167.54682476277,71821,50000,5,0,3,0,0,2,3,0.01055108311879675,5,0.3333333333333333,0.6093002898730892,0.8817161734192421,0.8954351861963525,0.7954596038281772,0.9552801135743147,0.44596395101649744,0.2496230991085474,0.5701208743769868
Rakhine,MMR012,Myebon,MMR012006,142024.9707551043,35999.769923067914,0,3,2,1,0,0,0,0,0.01903011650377359,4,0.26666666666666666,0.603747725566152,0.715721624812534,0.9009540827722646,0.8019214211265691,0.9249816522543796,0.4664633572410158,0.3383002904407122,0.5897171605619976
Rakhine,MMR012,Sittwe,MMR012001,153108.0386733227,128717,79999,23,0,0,2,15,6,1,0.3530460975607853,4,0.26666666666666666,0.352564847268093,0.2891956760366838,0.5709607966268844,0.48664962543024903,0.249554372710882,0.3152643216080402,0.1849704278915056,0.3737410903876736
Rakhine,MMR012,Ponnagyun,MMR012002,134322.93214950498,36999.61783574795,0,6,0,3,0,2,1,5,0.00941435772438379,2,0.13333333333333333,0.6101016474004194,0.968257585626482,0.76494907605206,0.8069349588306632,0.4514030422814309,0.4061871227364184,0.2705620013045336,0.5165610568616231
Rakhine,MMR012,Pauktaw,MMR012007,151097.64096202247,50000.361944635726,0,3,0,0,0,2,1,0,0.07341090838152137,3,0.2,0.6549954804873006,0.985658869544299,0.8008358448948389,0.8544636719567231,0.4464446456722728,0.5121638813642934,0.27721274414915603,0.5557191657938809
Rakhine,MMR012,Rathedaung,MMR012008,115917.75145475384,58100,10001,3,0,1,0,0,2,0,0.05445866764811195,1,0.06666666666666667,0.6575356733682538,0.9058424552696824,0.7788880162265731,0.80282365084046,0.432076423086884,0.4132668036395656,0.2863986852069804,0.5531884041162024
Rakhine,MMR012,Thandwe,MMR012015,138185.3388749741,35999.91171640083,0,15,0,0,5,9,1,1,0.03288611735420813,4,0.26666666666666666,0.3194642739996417,0.1313510175887741,0.19954579952233037,0.5699301990619345,0.4521223635608573,0.2664746350959717,0.04118961334431714,0.38835894493455575
Rakhine,MMR012,Toungup,MMR012016,163917.80844747147,43999.91720430579,0,13,0,0,3,9,1,0,0.02167215367941472,3,0.2,0.40400737585137714,0.2548424457833598,0.1935125355648799,0.664210163255921,0.4984100936183758,0.3482359884754871,0.06477274551842001,0.5118146947919424
Rakhine,MMR012,Gwa,MMR012017,68340.06432105285,11999.988705708112,0,7,0,0,1,6,0,0,0.00817665321574386,3,0.2,0.33816556756614014,0.19972901055500245,0.20894096302467585,0.5468087712850668,0.497632141010608,0.24689664998486172,0.02696090819079061,0.40469111575103894
Sagaing,MMR005,Hkamti,MMR005033,50052.78736458388,7653,764.6930044427131,20,5,3,2,9,1,10,0.02292419764295795,5,0.3333333333333333,0.4003966159636894,0.2011710558159072,0.18139941142595675,0.5544168528007708,0.7747508881452513,0.2809556206824366,0.11134792349857688,0.46225253099962255
Sagaing,MMR005,Homalin,MMR005034,271180.7044831875,41464,4145.647058499893,36,11,7,2,7,9,24,0.03955458448206115,5,0.3333333333333333,0.4280257217035873,0.1224071951041892,0.1591958336549026,0.6044355116969153,0.8887145327998947,0.4167245056665332,0.04934603816014921,0.5908934865018151
Sagaing,MMR005,Kale,MMR005027,366088.59478020685,56195,5620.500044487943,462,120,96,8,168,70,914,0.5317735668939273,2,0.13333333333333333,0.35943908082767156,0.06796324657650012,0.07807481827951838,0.5464888059071967,0.7338469362172855,0.2875589840237047,0.09346739913086492,0.466631676082101
